movieId,title,genres,year,director,cast,content_type,runtime_minutes,poster_url,synopsis
677,Royal Sangam (2022),Adventure|Drama|Action,2022,S. Ali,"Alia Bhatt, Shraddha Kapoor, Amitabh Bachchan",movie,95,https://picsum.photos/seed/movie677/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Ali."
678,Black Sky (2015),Adventure|Mystery|Sci-Fi,2015,D. Fincher,"Chris Evans, Brad Pitt, Ana de Armas",movie,141,https://picsum.photos/seed/movie678/300/450,"A hollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by D. Fincher."
679,Ghost Sky (2010),Thriller|Comedy,2010,N. Burton,"Tom Hanks, Ana de Armas, Margot Robbie",tv_show,164,https://picsum.photos/seed/movie679/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by N. Burton."
680,Midnight Heist (2014),Adventure|Mystery,2014,S. Spielberg,"Leonardo DiCaprio, Brad Pitt, Emma Stone",movie,112,https://picsum.photos/seed/movie680/300/450,"A hollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Spielberg."
681,Crimson City (2011),Comedy|Romance|Sci-Fi,2011,C. Nolan,"Leonardo DiCaprio, Zendaya, Margot Robbie",tv_show,137,https://picsum.photos/seed/movie681/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by C. Nolan."
682,Royal Kingdom (2021),Comedy|Thriller,2021,A. Villeneuve,"Margot Robbie, Leonardo DiCaprio, Ana de Armas",movie,137,https://picsum.photos/seed/movie682/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by A. Villeneuve."
683,Sunrise Empire (2009),Adventure|Drama,2009,A. Srinivas,"Nayanthara, Samantha Ruth Prabhu, Allu Arjun",movie,125,https://picsum.photos/seed/movie683/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by A. Srinivas."
684,Crown Sena (2014),Adventure|Comedy|Thriller,2014,S. Kumar,"Naga Chaitanya, N. T. Rama Rao, Prabhas",movie,131,https://picsum.photos/seed/movie684/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Kumar."
685,Lighthouse Sangam (2023),Comedy|Drama,2023,V. Anand,"Amitabh Bachchan, Ajay Devgn, Shah Rukh Khan",movie,120,https://picsum.photos/seed/movie685/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by V. Anand."
686,Neon Signal (2020),Romance|Mystery,2020,P. Jackson,"Leonardo DiCaprio, Ryan Gosling, Emma Stone",movie,146,https://picsum.photos/seed/movie686/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by P. Jackson."
687,Royal Dhoop (2009),Sci-Fi|Comedy|Mystery,2009,V. Anand,"Ranbir Kapoor, Alia Bhatt, Ajay Devgn",movie,153,https://picsum.photos/seed/movie687/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by V. Anand."
688,Jungle Love (2013),Drama|Romance|Thriller,2013,V. Anand,"Priyanka Chopra, Amitabh Bachchan, Deepika Padukone",movie,172,https://picsum.photos/seed/movie688/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by V. Anand."
689,Aashiq Dil (2011),Adventure|Drama,2011,A. Khan,"Deepika Padukone, Alia Bhatt, Shah Rukh Khan",movie,122,https://picsum.photos/seed/movie689/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by A. Khan."
690,Dream Nayak (2014),Thriller|Romance,2014,A. Srinivas,"Prabhas, Anushka Shetty, Allu Arjun",movie,190,https://picsum.photos/seed/movie690/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by A. Srinivas."
691,Pardesi Dhoop (2008),Comedy|Adventure,2008,V. Anand,"Ranbir Kapoor, Ranveer Singh, Ajay Devgn",movie,150,https://picsum.photos/seed/movie691/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by V. Anand."
692,Crown Waves (2022),Mystery|Sci-Fi,2022,B. Krishna,"Ram Charan, N. T. Rama Rao, Nayanthara",movie,143,https://picsum.photos/seed/movie692/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by B. Krishna."
693,Lagaan Azaadi (2008),Sci-Fi|Mystery,2008,M. Hirani,"Ranveer Singh, Shraddha Kapoor, Amitabh Bachchan",movie,135,https://picsum.photos/seed/movie693/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by M. Hirani."
694,Storm Signal (2020),Romance|Drama,2020,J. Nolan,"Emma Stone, Ryan Gosling, Tom Hanks",movie,132,https://picsum.photos/seed/movie694/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by J. Nolan."
695,Diamond Sundari (2026),Mystery|Drama,2026,C. Tirumala,"Pooja Hegde, Samantha Ruth Prabhu, Nayanthara",movie,132,https://picsum.photos/seed/movie695/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by C. Tirumala."
696,Dhoom Ghar (2010),Sci-Fi|Action,2010,Y. Chopra,"Deepika Padukone, Ranbir Kapoor, Ranveer Singh",tv_show,98,https://picsum.photos/seed/movie696/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by Y. Chopra."
697,Royal Dil (2017),Action|Drama|Romance,2017,Z. Ansari,"Deepika Padukone, Kareena Kapoor, Shah Rukh Khan",movie,142,https://picsum.photos/seed/movie697/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by Z. Ansari."
698,Silver Run (2025),Romance|Mystery,2025,G. Del Toro,"Chris Evans, Margot Robbie, Zendaya",tv_show,145,https://picsum.photos/seed/movie698/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by G. Del Toro."
699,Storm Velugu (2026),Comedy|Action|Drama,2026,S. Rajamouli,"Nayanthara, Samantha Ruth Prabhu, Naga Chaitanya",movie,141,https://picsum.photos/seed/movie699/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Rajamouli."
700,Royal Frontier (2026),Thriller|Adventure,2026,W. Anderson,"Chris Evans, Timothée Chalamet, Tom Hanks",movie,148,https://picsum.photos/seed/movie700/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by W. Anderson."
701,Dream Nayak (2020),Mystery|Comedy,2020,A. Srinivas,"Prabhas, Pooja Hegde, Samantha Ruth Prabhu",movie,174,https://picsum.photos/seed/movie701/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by A. Srinivas."
702,Crown Stars (2020),Drama|Adventure|Mystery,2020,R. Reddy,"Samantha Ruth Prabhu, Prabhas, Allu Arjun",movie,117,https://picsum.photos/seed/movie702/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by R. Reddy."
703,Raaj Azaadi (2011),Sci-Fi|Drama|Romance,2011,M. Hirani,"Deepika Padukone, Shraddha Kapoor, Alia Bhatt",tv_show,95,https://picsum.photos/seed/movie703/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by M. Hirani."
704,Silver Rise (2020),Action|Romance,2020,N. Burton,"Zendaya, Brad Pitt, Timothée Chalamet",movie,107,https://picsum.photos/seed/movie704/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by N. Burton."
705,Galaxy Sena (2023),Romance|Comedy|Sci-Fi,2023,B. Krishna,"N. T. Rama Rao, Nayanthara, Samantha Ruth Prabhu",movie,111,https://picsum.photos/seed/movie705/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by B. Krishna."
706,Vijay Velugu (2017),Action|Adventure,2017,S. Kumar,"Anushka Shetty, Pooja Hegde, Prabhas",movie,146,https://picsum.photos/seed/movie706/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by S. Kumar."
707,Iron Sky (2025),Thriller|Comedy|Action,2025,D. Fincher,"Chris Evans, Tom Hanks, Margot Robbie",movie,96,https://picsum.photos/seed/movie707/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by D. Fincher."
708,Black Heist (2019),Action|Sci-Fi|Romance,2019,D. Fincher,"Brad Pitt, Margot Robbie, Tom Hanks",movie,177,https://picsum.photos/seed/movie708/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by D. Fincher."
709,Iron Echo (2013),Adventure|Thriller|Sci-Fi,2013,M. Cameron,"Tom Hanks, Zendaya, Margot Robbie",tv_show,116,https://picsum.photos/seed/movie709/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by M. Cameron."
710,Jungle Rang (2015),Action|Comedy,2015,K. Johar,"Deepika Padukone, Alia Bhatt, Ranbir Kapoor",movie,91,https://picsum.photos/seed/movie710/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by K. Johar."
711,Velvet Heist (2010),Comedy|Sci-Fi,2010,S. Spielberg,"Timothée Chalamet, Ryan Gosling, Tom Hanks",movie,166,https://picsum.photos/seed/movie711/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Spielberg."
712,Nightfall Alliance (2026),Romance|Sci-Fi|Drama,2026,M. Cameron,"Emma Stone, Margot Robbie, Ryan Gosling",movie,178,https://picsum.photos/seed/movie712/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by M. Cameron."
713,Storm Stars (2018),Action|Drama,2018,R. Reddy,"Nayanthara, Naga Chaitanya, Pooja Hegde",movie,187,https://picsum.photos/seed/movie713/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by R. Reddy."
714,Royal Nasha (2015),Sci-Fi|Romance|Drama,2015,S. Ali,"Deepika Padukone, Shah Rukh Khan, Ranveer Singh",tv_show,116,https://picsum.photos/seed/movie714/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Ali."
715,Iron Kingdom (2022),Mystery|Adventure,2022,N. Burton,"Leonardo DiCaprio, Emma Stone, Ryan Gosling",movie,186,https://picsum.photos/seed/movie715/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by N. Burton."
716,Final Frontier (2018),Comedy|Thriller,2018,D. Fincher,"Brad Pitt, Ana de Armas, Tom Hanks",movie,156,https://picsum.photos/seed/movie716/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by D. Fincher."
717,Velvet Sky (2010),Comedy|Drama,2010,W. Anderson,"Margot Robbie, Brad Pitt, Tom Hanks",movie,165,https://picsum.photos/seed/movie717/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by W. Anderson."
718,Iron Alliance (2010),Comedy|Sci-Fi,2010,G. Del Toro,"Chris Evans, Emma Stone, Leonardo DiCaprio",tv_show,121,https://picsum.photos/seed/movie718/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by G. Del Toro."
719,Love Sangam (2014),Mystery|Drama|Comedy,2014,S. Bhatt,"Kareena Kapoor, Deepika Padukone, Alia Bhatt",movie,154,https://picsum.photos/seed/movie719/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Bhatt."
720,Sunrise Velugu (2023),Romance|Thriller|Adventure,2023,R. Reddy,"Pooja Hegde, Nayanthara, N. T. Rama Rao",tv_show,138,https://picsum.photos/seed/movie720/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by R. Reddy."
721,Lagaan Ghar (2020),Romance|Adventure|Comedy,2020,Z. Ansari,"Shraddha Kapoor, Kareena Kapoor, Deepika Padukone",tv_show,114,https://picsum.photos/seed/movie721/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by Z. Ansari."
722,Final Alliance (2019),Mystery|Comedy|Romance,2019,W. Anderson,"Zendaya, Timothée Chalamet, Ana de Armas",movie,165,https://picsum.photos/seed/movie722/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by W. Anderson."
723,Aashiq Love (2011),Thriller|Mystery|Adventure,2011,R. Shetty,"Shraddha Kapoor, Ranveer Singh, Priyanka Chopra",movie,180,https://picsum.photos/seed/movie723/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by R. Shetty."
724,Galaxy Rangula (2009),Action|Mystery|Romance,2009,C. Tirumala,"Pooja Hegde, Samantha Ruth Prabhu, Anushka Shetty",movie,176,https://picsum.photos/seed/movie724/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by C. Tirumala."
725,Hero Velugu (2016),Romance|Action,2016,A. Srinivas,"Naga Chaitanya, Prabhas, Allu Arjun",movie,101,https://picsum.photos/seed/movie725/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by A. Srinivas."
726,Victory Vikram (2020),Romance|Mystery|Comedy,2020,A. Srinivas,"N. T. Rama Rao, Anushka Shetty, Samantha Ruth Prabhu",movie,128,https://picsum.photos/seed/movie726/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by A. Srinivas."
727,Hero Vikram (2026),Romance|Sci-Fi|Adventure,2026,S. Rajamouli,"Pooja Hegde, N. T. Rama Rao, Anushka Shetty",tv_show,185,https://picsum.photos/seed/movie727/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Rajamouli."
728,Legend Raja (2013),Mystery|Adventure|Romance,2013,B. Krishna,"Mahesh Babu, N. T. Rama Rao, Anushka Shetty",movie,111,https://picsum.photos/seed/movie728/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by B. Krishna."
729,Dream Milan (2014),Comedy|Drama|Mystery,2014,V. Anand,"Ranveer Singh, Ranbir Kapoor, Deepika Padukone",movie,113,https://picsum.photos/seed/movie729/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by V. Anand."
730,Aashiq Nasha (2022),Drama|Comedy|Action,2022,S. Ali,"Deepika Padukone, Ranveer Singh, Shraddha Kapoor",movie,133,https://picsum.photos/seed/movie730/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by S. Ali."
731,Power Sena (2023),Action|Sci-Fi,2023,S. Kumar,"Mahesh Babu, Nayanthara, Allu Arjun",tv_show,90,https://picsum.photos/seed/movie731/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Kumar."
732,Royal Nayak (2023),Adventure|Romance|Drama,2023,B. Krishna,"Ram Charan, Pooja Hegde, Nayanthara",movie,175,https://picsum.photos/seed/movie732/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by B. Krishna."
733,Love Love (2019),Romance|Action|Thriller,2019,M. Hirani,"Deepika Padukone, Shah Rukh Khan, Kareena Kapoor",movie,157,https://picsum.photos/seed/movie733/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by M. Hirani."
734,Diamond Empire (2019),Action|Adventure,2019,B. Krishna,"Nayanthara, Naga Chaitanya, Pooja Hegde",movie,131,https://picsum.photos/seed/movie734/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by B. Krishna."
735,River Raja (2018),Adventure|Comedy,2018,B. Krishna,"Samantha Ruth Prabhu, Naga Chaitanya, Pooja Hegde",movie,150,https://picsum.photos/seed/movie735/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by B. Krishna."
736,Victory Stars (2020),Romance|Comedy,2020,S. Rajamouli,"Nayanthara, Samantha Ruth Prabhu, Prabhas",movie,128,https://picsum.photos/seed/movie736/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Rajamouli."
737,Dream Sena (2013),Comedy|Drama,2013,B. Krishna,"N. T. Rama Rao, Naga Chaitanya, Samantha Ruth Prabhu",movie,174,https://picsum.photos/seed/movie737/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by B. Krishna."
738,Silver Signal (2008),Thriller|Adventure,2008,M. Cameron,"Ryan Gosling, Zendaya, Emma Stone",movie,175,https://picsum.photos/seed/movie738/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by M. Cameron."
739,Raja Waves (2023),Mystery|Adventure|Sci-Fi,2023,S. Kumar,"Ram Charan, Samantha Ruth Prabhu, N. T. Rama Rao",movie,138,https://picsum.photos/seed/movie739/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Kumar."
740,Diamond Waves (2021),Drama|Action|Mystery,2021,N. Teja,"Samantha Ruth Prabhu, Allu Arjun, N. T. Rama Rao",movie,165,https://picsum.photos/seed/movie740/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by N. Teja."
741,Vijay Sundari (2019),Action|Thriller|Mystery,2019,V. Vamsi,"Ram Charan, Pooja Hegde, Mahesh Babu",tv_show,139,https://picsum.photos/seed/movie741/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by V. Vamsi."
742,Raaj Katha (2012),Action|Thriller|Comedy,2012,Z. Ansari,"Shraddha Kapoor, Priyanka Chopra, Deepika Padukone",movie,127,https://picsum.photos/seed/movie742/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by Z. Ansari."
743,Dhoom Sangam (2012),Thriller|Sci-Fi|Adventure,2012,S. Ali,"Amitabh Bachchan, Ranveer Singh, Shah Rukh Khan",movie,180,https://picsum.photos/seed/movie743/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Ali."
744,Dhoom Dil (2023),Comedy|Mystery,2023,S. Bhatt,"Ajay Devgn, Shah Rukh Khan, Alia Bhatt",movie,118,https://picsum.photos/seed/movie744/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Bhatt."
745,Telugu Velugu (2023),Adventure|Comedy|Sci-Fi,2023,C. Tirumala,"Allu Arjun, Prabhas, Mahesh Babu",movie,134,https://picsum.photos/seed/movie745/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by C. Tirumala."
746,Monsoon Azaadi (2017),Romance|Sci-Fi,2017,S. Bhatt,"Priyanka Chopra, Ranbir Kapoor, Ajay Devgn",movie,164,https://picsum.photos/seed/movie746/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by S. Bhatt."
747,Legend Sena (2013),Romance|Drama|Mystery,2013,A. Srinivas,"Prabhas, Naga Chaitanya, Anushka Shetty",movie,115,https://picsum.photos/seed/movie747/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by A. Srinivas."
748,Telugu Rangula (2026),Action|Sci-Fi,2026,S. Kumar,"Prabhas, Pooja Hegde, Anushka Shetty",movie,150,https://picsum.photos/seed/movie748/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Kumar."
749,Silver Alliance (2018),Action|Sci-Fi,2018,P. Jackson,"Zendaya, Leonardo DiCaprio, Timothée Chalamet",tv_show,152,https://picsum.photos/seed/movie749/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by P. Jackson."
750,Crown Velugu (2020),Adventure|Action|Mystery,2020,S. Kumar,"Naga Chaitanya, Pooja Hegde, Allu Arjun",movie,105,https://picsum.photos/seed/movie750/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Kumar."
751,Hero Waves (2015),Romance|Comedy,2015,R. Reddy,"Nayanthara, Naga Chaitanya, Allu Arjun",movie,172,https://picsum.photos/seed/movie751/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by R. Reddy."
752,Eternal Dhoop (2012),Action|Comedy|Thriller,2012,A. Khan,"Alia Bhatt, Deepika Padukone, Ranveer Singh",movie,190,https://picsum.photos/seed/movie752/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by A. Khan."
753,Monsoon Azaadi (2026),Romance|Action,2026,Z. Ansari,"Deepika Padukone, Priyanka Chopra, Shraddha Kapoor",movie,130,https://picsum.photos/seed/movie753/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by Z. Ansari."
754,Crimson Kingdom (2014),Drama|Action,2014,M. Cameron,"Margot Robbie, Ana de Armas, Emma Stone",movie,136,https://picsum.photos/seed/movie754/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by M. Cameron."
755,Storm Sky (2015),Romance|Thriller|Comedy,2015,S. Spielberg,"Tom Hanks, Ana de Armas, Emma Stone",movie,156,https://picsum.photos/seed/movie755/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by S. Spielberg."
756,Royal Waves (2014),Romance|Sci-Fi,2014,S. Kumar,"Mahesh Babu, Samantha Ruth Prabhu, Nayanthara",movie,117,https://picsum.photos/seed/movie756/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Kumar."
757,Royal Empire (2026),Thriller|Romance,2026,T. Nag,"Allu Arjun, Prabhas, Pooja Hegde",movie,110,https://picsum.photos/seed/movie757/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by T. Nag."
758,Monsoon Ghar (2021),Comedy|Adventure|Romance,2021,Y. Chopra,"Ranbir Kapoor, Priyanka Chopra, Deepika Padukone",movie,172,https://picsum.photos/seed/movie758/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by Y. Chopra."
759,Raja Vikram (2012),Drama|Romance,2012,T. Nag,"Pooja Hegde, Nayanthara, Mahesh Babu",movie,104,https://picsum.photos/seed/movie759/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by T. Nag."
760,Sunrise Stars (2018),Comedy|Romance,2018,S. Kumar,"Ram Charan, Nayanthara, Allu Arjun",movie,138,https://picsum.photos/seed/movie760/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Kumar."
761,Monsoon Rang (2013),Thriller|Sci-Fi|Romance,2013,Z. Ansari,"Amitabh Bachchan, Kareena Kapoor, Deepika Padukone",movie,96,https://picsum.photos/seed/movie761/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by Z. Ansari."
762,Raaj Nasha (2013),Romance|Sci-Fi|Action,2013,M. Hirani,"Ranbir Kapoor, Shraddha Kapoor, Ajay Devgn",movie,181,https://picsum.photos/seed/movie762/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by M. Hirani."
763,Raja Velugu (2020),Mystery|Adventure,2020,A. Srinivas,"Allu Arjun, Mahesh Babu, Ram Charan",movie,146,https://picsum.photos/seed/movie763/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by A. Srinivas."
764,Lighthouse Ghar (2016),Thriller|Comedy,2016,R. Shetty,"Ranbir Kapoor, Priyanka Chopra, Amitabh Bachchan",movie,101,https://picsum.photos/seed/movie764/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by R. Shetty."
765,Silver Heist (2010),Sci-Fi|Mystery|Action,2010,M. Cameron,"Timothée Chalamet, Tom Hanks, Margot Robbie",movie,144,https://picsum.photos/seed/movie765/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by M. Cameron."
766,Victory Velugu (2023),Action|Thriller|Drama,2023,B. Krishna,"Anushka Shetty, Nayanthara, N. T. Rama Rao",movie,185,https://picsum.photos/seed/movie766/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by B. Krishna."
767,Sunrise Waves (2019),Comedy|Drama,2019,N. Teja,"Anushka Shetty, Mahesh Babu, Naga Chaitanya",movie,107,https://picsum.photos/seed/movie767/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by N. Teja."
768,Saffron Nasha (2023),Comedy|Mystery|Thriller,2023,R. Shetty,"Ranveer Singh, Alia Bhatt, Deepika Padukone",movie,105,https://picsum.photos/seed/movie768/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by R. Shetty."
769,Lagaan Ghar (2016),Action|Comedy|Thriller,2016,K. Johar,"Shah Rukh Khan, Ajay Devgn, Priyanka Chopra",movie,97,https://picsum.photos/seed/movie769/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by K. Johar."
770,Last Rise (2018),Romance|Comedy|Sci-Fi,2018,S. Spielberg,"Ryan Gosling, Margot Robbie, Tom Hanks",movie,145,https://picsum.photos/seed/movie770/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Spielberg."
771,Silver Alliance (2024),Romance|Mystery,2024,M. Cameron,"Zendaya, Margot Robbie, Chris Evans",movie,118,https://picsum.photos/seed/movie771/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by M. Cameron."
772,Heart Ghar (2019),Sci-Fi|Adventure,2019,R. Shetty,"Ranveer Singh, Ranbir Kapoor, Amitabh Bachchan",movie,110,https://picsum.photos/seed/movie772/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by R. Shetty."
773,Nawab Nasha (2008),Action|Drama|Comedy,2008,M. Hirani,"Priyanka Chopra, Deepika Padukone, Shraddha Kapoor",movie,132,https://picsum.photos/seed/movie773/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by M. Hirani."
774,Hidden Heist (2023),Romance|Sci-Fi|Comedy,2023,S. Spielberg,"Margot Robbie, Zendaya, Chris Evans",movie,184,https://picsum.photos/seed/movie774/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Spielberg."
775,Silver Echo (2008),Action|Adventure,2008,M. Cameron,"Leonardo DiCaprio, Ryan Gosling, Tom Hanks",movie,144,https://picsum.photos/seed/movie775/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by M. Cameron."
776,Telugu Vikram (2023),Comedy|Thriller|Drama,2023,S. Rajamouli,"Allu Arjun, Naga Chaitanya, N. T. Rama Rao",movie,113,https://picsum.photos/seed/movie776/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Rajamouli."
777,Raaj Rang (2016),Romance|Drama,2016,K. Johar,"Ajay Devgn, Priyanka Chopra, Kareena Kapoor",movie,165,https://picsum.photos/seed/movie777/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by K. Johar."
778,Raja Empire (2011),Romance|Comedy,2011,V. Vamsi,"Pooja Hegde, Mahesh Babu, Allu Arjun",movie,115,https://picsum.photos/seed/movie778/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by V. Vamsi."
779,Storm Signal (2024),Sci-Fi|Action|Thriller,2024,S. Spielberg,"Brad Pitt, Timothée Chalamet, Ryan Gosling",movie,96,https://picsum.photos/seed/movie779/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by S. Spielberg."
780,Neon Frontier (2016),Romance|Action,2016,N. Burton,"Zendaya, Brad Pitt, Ryan Gosling",movie,174,https://picsum.photos/seed/movie780/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by N. Burton."
781,Royal Ghar (2023),Thriller|Comedy,2023,S. Bhatt,"Shraddha Kapoor, Deepika Padukone, Ajay Devgn",movie,128,https://picsum.photos/seed/movie781/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by S. Bhatt."
782,Hidden Sky (2025),Comedy|Adventure|Romance,2025,M. Cameron,"Ryan Gosling, Timothée Chalamet, Ana de Armas",tv_show,139,https://picsum.photos/seed/movie782/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by M. Cameron."
783,Crimson Kingdom (2011),Drama|Action|Thriller,2011,C. Nolan,"Timothée Chalamet, Brad Pitt, Ana de Armas",movie,128,https://picsum.photos/seed/movie783/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by C. Nolan."
